order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ord_bceb05d7f16e6e3ddeab7ac1043e,2,prod_00027,sell_00068,2025-03-14 10:11:47.333523,1070.99,57.4
ord_09058df5141bc946e40b1a784ddc,1,prod_00174,sell_00093,2025-07-10 17:25:47.718841,3933.82,420.61
ord_09058df5141bc946e40b1a784ddc,2,prod_00088,sell_00059,2025-07-11 17:25:47.718841,4900.68,1020.96
ord_09058df5141bc946e40b1a784ddc,3,prod_00136,sell_00014,2025-07-10 17:25:47.718841,1137.1,260.92
ord_09058df5141bc946e40b1a784ddc,4,prod_00080,sell_00007,2025-07-09 17:25:47.718841,744.85,141.33
ord_28ae297dd27b59eb3eff46c79a9c,1,prod_00043,sell_00085,2024-11-22 16:20:57.906625,3409.66,716.65
ord_28ae297dd27b59eb3eff46c79a9c,2,prod_00169,sell_00050,2024-11-21 16:20:57.906625,4548.02,497.72
ord_28ae297dd27b59eb3eff46c79a9c,3,prod_00164,sell_00021,2024-11-22 16:20:57.906625,3967.7,973.32
ord_28ae297dd27b59eb3eff46c79a9c,4,prod_00097,sell_00067,2024-11-23 16:20:57.906625,3334.13,432.04
ord_d88b0b05dfcf2399e19b63ac80d1,1,prod_00102,sell_00024,2025-07-04 01:11:16.822442,1567.65,286.51
ord_d88b0b05dfcf2399e19b63ac80d1,2,prod_00108,sell_00053,2025-07-04 01:11:16.822442,237.49,44.47
ord_d88b0b05dfcf2399e19b63ac80d1,3,prod_00019,sell_00018,2025-07-05 01:11:16.822442,3097.78,464.48
ord_71815bb15e351ddab931c344e974,1,prod_00185,sell_00007,2024-10-26 20:47:57.710930,3815.81,766.19
ord_71815bb15e351ddab931c344e974,2,prod_00197,sell_00055,2024-10-26 20:47:57.710930,836.28,115.87
ord_98d9ec5f1db2de66a3147ca9831c,1,prod_00014,sell_00076,2025-01-15 07:58:43.503858,1940.04,473.09
ord_98d9ec5f1db2de66a3147ca9831c,2,prod_00189,sell_00005,2025-01-15 07:58:43.503858,3433.34,330.43
ord_7ea60ba52bc485b206e833dfb4ef,1,prod_00005,sell_00066,2024-10-24 02:56:37.842097,3302.05,168.17
ord_7ea60ba52bc485b206e833dfb4ef,2,prod_00012,sell_00024,2024-10-23 02:56:37.842097,3336.19,695.81
ord_4a09d9a737ecae165e7c376c98ee,1,prod_00002,sell_00081,2025-08-25 10:10:16.685722,3416.66,345.72
ord_4a09d9a737ecae165e7c376c98ee,2,prod_00185,sell_00092,2025-08-24 10:10:16.685722,3492.37,365.8
ord_4a09d9a737ecae165e7c376c98ee,3,prod_00136,sell_00022,2025-08-24 10:10:16.685722,1497.04,362.58
ord_4a09d9a737ecae165e7c376c98ee,4,prod_00088,sell_00034,2025-08-25 10:10:16.685722,4466.99,1011.32
ord_b0ee1cc9a1e444ac03739cf11771,1,prod_00177,sell_00067,2025-01-26 12:55:45.855481,4284.99,491.36
ord_b0ee1cc9a1e444ac03739cf11771,2,prod_00114,sell_00034,2025-01-25 12:55:45.855481,3349.59,826.95
ord_dd0a14c702ddd67fa439388844b8,1,prod_00092,sell_00011,2024-12-17 19:35:08.539214,2743.06,158.0
ord_dd0a14c702ddd67fa439388844b8,2,prod_00142,sell_00034,2024-12-17 19:35:08.539214,3312.04,739.34
ord_dd0a14c702ddd67fa439388844b8,3,prod_00063,sell_00060,2024-12-17 19:35:08.539214,3972.2,216.64
ord_0ca2b373fe62e17323663eb250b7,1,prod_00158,sell_00028,2025-08-04 10:41:12.987362,3597.82,472.42
ord_0ca2b373fe62e17323663eb250b7,2,prod_00102,sell_00068,2025-08-03 10:41:12.987362,917.14,170.18
ord_0ca2b373fe62e17323663eb250b7,3,prod_00043,sell_00041,2025-08-04 10:41:12.987362,2409.49,206.48
ord_606b89ee0dd43dacdfc39ea1d449,1,prod_00177,sell_00053,2025-08-17 18:01:18.842734,1115.6,115.97
ord_606b89ee0dd43dacdfc39ea1d449,2,prod_00152,sell_00030,2025-08-15 18:01:18.842734,4217.17,577.89
ord_606b89ee0dd43dacdfc39ea1d449,3,prod_00104,sell_00069,2025-08-16 18:01:18.842734,4230.67,240.59
ord_606b89ee0dd43dacdfc39ea1d449,4,prod_00089,sell_00058,2025-08-16 18:01:18.842734,1314.69,269.29
ord_c121f19c858f44379b331c7317fb,1,prod_00186,sell_00089,2025-08-01 18:07:17.054879,3950.56,659.59
ord_c121f19c858f44379b331c7317fb,2,prod_00100,sell_00019,2025-07-30 18:07:17.054879,662.75,101.71
ord_c121f19c858f44379b331c7317fb,3,prod_00113,sell_00069,2025-07-31 18:07:17.054879,468.13,87.92
ord_c121f19c858f44379b331c7317fb,4,prod_00097,sell_00048,2025-08-01 18:07:17.054879,4410.22,898.24
ord_5aed737a1312529d79a23dfd640b,1,prod_00051,sell_00072,2025-07-25 03:33:42.617074,1828.91,365.84
ord_5aed737a1312529d79a23dfd640b,2,prod_00002,sell_00011,2025-07-25 03:33:42.617074,1288.31,145.33
ord_501dcdd26ca159a973f0ceb88805,1,prod_00155,sell_00009,2024-10-10 08:22:14.985414,2794.6,450.26
ord_501dcdd26ca159a973f0ceb88805,2,prod_00168,sell_00015,2024-10-11 08:22:14.985414,4363.9,307.93
ord_501dcdd26ca159a973f0ceb88805,3,prod_00038,sell_00015,2024-10-10 08:22:14.985414,1796.71,280.7
ord_501dcdd26ca159a973f0ceb88805,4,prod_00184,sell_00039,2024-10-09 08:22:14.985414,2452.81,480.69
ord_c0ae54061791f9d37e5f2f354edf,1,prod_00028,sell_00097,2025-01-31 12:25:41.812812,4706.96,368.14
ord_0d7ffaff4c431ec31f590244b460,1,prod_00142,sell_00002,2025-07-05 06:49:55.638163,1628.37,109.19
ord_0d7ffaff4c431ec31f590244b460,2,prod_00029,sell_00094,2025-07-07 06:49:55.638163,3017.99,600.54
ord_0d7ffaff4c431ec31f590244b460,3,prod_00071,sell_00067,2025-07-05 06:49:55.638163,4640.04,379.77
ord_0d7ffaff4c431ec31f590244b460,4,prod_00088,sell_00005,2025-07-06 06:49:55.638163,1007.66,97.91
ord_1fd5035bd15e188384a476f1883c,1,prod_00104,sell_00044,2025-04-23 20:51:27.093904,4553.46,1054.67
ord_1fd5035bd15e188384a476f1883c,2,prod_00079,sell_00070,2025-04-23 20:51:27.093904,4614.72,1057.14
ord_1fd5035bd15e188384a476f1883c,3,prod_00125,sell_00006,2025-04-22 20:51:27.093904,1847.19,263.31
ord_3456edfed173044b05c37cbbdb0c,1,prod_00104,sell_00013,2025-05-30 20:35:09.600692,4483.81,945.29
ord_3456edfed173044b05c37cbbdb0c,2,prod_00185,sell_00097,2025-05-29 20:35:09.600692,3096.66,659.4
ord_3456edfed173044b05c37cbbdb0c,3,prod_00002,sell_00071,2025-05-28 20:35:09.600692,2373.68,206.67
ord_d63428c152eb663ec0dee4a2166a,1,prod_00060,sell_00092,2025-08-17 01:33:54.954285,2511.98,549.55
ord_e0640b99374dc935552940f1c6e7,1,prod_00050,sell_00030,2025-02-24 17:18:08.708093,843.99,164.54
ord_e0640b99374dc935552940f1c6e7,2,prod_00002,sell_00085,2025-02-22 17:18:08.708093,3513.84,713.61
ord_e0640b99374dc935552940f1c6e7,3,prod_00108,sell_00002,2025-02-22 17:18:08.708093,3045.1,436.4
ord_e0640b99374dc935552940f1c6e7,4,prod_00165,sell_00090,2025-02-22 17:18:08.708093,2119.54,473.8
ord_a1e4fb5cad1dffdc03b3278a6b2f,1,prod_00137,sell_00057,2025-02-04 22:16:32.861211,4992.58,527.84
ord_a1e4fb5cad1dffdc03b3278a6b2f,2,prod_00162,sell_00036,2025-02-04 22:16:32.861211,156.23,23.48
ord_a1e4fb5cad1dffdc03b3278a6b2f,3,prod_00008,sell_00033,2025-02-05 22:16:32.861211,2149.58,194.1
ord_a1e4fb5cad1dffdc03b3278a6b2f,4,prod_00089,sell_00004,2025-02-04 22:16:32.861211,1323.53,311.01
ord_a1e4fb5cad1dffdc03b3278a6b2f,5,prod_00118,sell_00021,2025-02-04 22:16:32.861211,4170.72,929.49
ord_189459a83d54f118edcb285ed996,1,prod_00035,sell_00014,2024-12-12 18:49:39.091007,1503.33,311.78
ord_553bd171167a3093dcaec413279e,1,prod_00170,sell_00082,2024-09-06 17:42:14.080811,1605.14,277.23
ord_553bd171167a3093dcaec413279e,2,prod_00015,sell_00012,2024-09-06 17:42:14.080811,1336.59,325.63
ord_553bd171167a3093dcaec413279e,3,prod_00059,sell_00049,2024-09-06 17:42:14.080811,2610.1,623.56
ord_553bd171167a3093dcaec413279e,4,prod_00084,sell_00030,2024-09-08 17:42:14.080811,3280.03,602.89
ord_7b2b8f74e14b210672eac5936caa,1,prod_00036,sell_00030,2025-04-29 00:26:10.088448,1531.1,346.33
ord_7b2b8f74e14b210672eac5936caa,2,prod_00119,sell_00026,2025-04-30 00:26:10.088448,2766.43,291.3
ord_7b2b8f74e14b210672eac5936caa,3,prod_00127,sell_00002,2025-04-30 00:26:10.088448,4095.08,214.68
ord_7b2b8f74e14b210672eac5936caa,4,prod_00182,sell_00082,2025-04-30 00:26:10.088448,4397.48,310.11
ord_7b2b8f74e14b210672eac5936caa,5,prod_00008,sell_00001,2025-04-30 00:26:10.088448,905.75,221.76
ord_c6050408b5ae2b9f4013984faa1a,1,prod_00085,sell_00078,2024-12-10 13:15:35.444206,4858.5,1078.79
ord_0a76bcdc787e5e97ea8e833158f8,1,prod_00058,sell_00043,2024-09-29 20:35:49.175965,4543.29,1093.8
ord_0a76bcdc787e5e97ea8e833158f8,2,prod_00022,sell_00015,2024-09-27 20:35:49.175965,1127.65,126.04
ord_0a76bcdc787e5e97ea8e833158f8,3,prod_00010,sell_00080,2024-09-28 20:35:49.175965,3386.83,830.43
ord_0a76bcdc787e5e97ea8e833158f8,4,prod_00031,sell_00046,2024-09-27 20:35:49.175965,3572.23,452.22
ord_5c52cd655e2e7e368cf1ac7c43ae,1,prod_00045,sell_00092,2025-04-27 20:51:46.405818,3694.2,527.89
ord_5c52cd655e2e7e368cf1ac7c43ae,2,prod_00159,sell_00014,2025-04-28 20:51:46.405818,4651.59,895.85
ord_29d6f40202c9ffd2a9524fbe1796,1,prod_00135,sell_00086,2025-05-16 19:45:56.293916,2074.36,510.33
ord_29d6f40202c9ffd2a9524fbe1796,2,prod_00105,sell_00057,2025-05-17 19:45:56.293916,2071.84,116.14
ord_29d6f40202c9ffd2a9524fbe1796,3,prod_00068,sell_00032,2025-05-18 19:45:56.293916,424.32,73.8
ord_29d6f40202c9ffd2a9524fbe1796,4,prod_00150,sell_00068,2025-05-18 19:45:56.293916,1839.96,305.86
ord_29d6f40202c9ffd2a9524fbe1796,5,prod_00161,sell_00008,2025-05-17 19:45:56.293916,790.93,154.1
ord_eaf9b99e7734a069a974a10822a8,1,prod_00045,sell_00035,2025-03-23 11:32:30.937308,2447.16,320.07
ord_eaf9b99e7734a069a974a10822a8,2,prod_00039,sell_00039,2025-03-23 11:32:30.937308,3472.4,353.96
ord_eaf9b99e7734a069a974a10822a8,3,prod_00145,sell_00071,2025-03-23 11:32:30.937308,3514.52,468.78
ord_eaf9b99e7734a069a974a10822a8,4,prod_00152,sell_00086,2025-03-25 11:32:30.937308,361.45,89.96
ord_eaf9b99e7734a069a974a10822a8,5,prod_00112,sell_00071,2025-03-25 11:32:30.937308,4339.4,1053.29
ord_8dde40ef1fbdfe1a40d07339b430,1,prod_00032,sell_00090,2025-05-26 13:20:48.551090,2281.82,286.97
ord_b02f608dfcd2e09f55ff52cb0b6a,1,prod_00021,sell_00024,2025-03-13 22:53:32.580396,4984.02,979.85
ord_b02f608dfcd2e09f55ff52cb0b6a,2,prod_00160,sell_00031,2025-03-14 22:53:32.580396,493.61,83.88
ord_0e9ca1516c26a665af1893ef5c59,1,prod_00013,sell_00024,2024-10-28 22:36:28.628840,3505.6,558.57
ord_0e9ca1516c26a665af1893ef5c59,2,prod_00100,sell_00041,2024-10-27 22:36:28.628840,312.1,16.28
ord_31e3f7d9182fece0166baa897429,1,prod_00092,sell_00057,2024-11-20 06:06:37.623761,1566.54,318.49
ord_31e3f7d9182fece0166baa897429,2,prod_00053,sell_00027,2024-11-18 06:06:37.623761,1912.02,285.19
ord_93dd17c5c58be70add840454e71d,1,prod_00140,sell_00058,2025-04-22 14:13:01.049268,1310.18,281.86
ord_93dd17c5c58be70add840454e71d,2,prod_00005,sell_00066,2025-04-22 14:13:01.049268,4192.47,438.35
ord_93dd17c5c58be70add840454e71d,3,prod_00065,sell_00003,2025-04-22 14:13:01.049268,2434.37,145.18
ord_93dd17c5c58be70add840454e71d,4,prod_00127,sell_00012,2025-04-22 14:13:01.049268,2230.52,437.16
ord_797132b9027570d9c8505b30b828,1,prod_00103,sell_00046,2025-05-07 01:18:29.837990,4812.54,609.9
ord_797132b9027570d9c8505b30b828,2,prod_00140,sell_00089,2025-05-07 01:18:29.837990,3628.33,349.01
ord_797132b9027570d9c8505b30b828,3,prod_00107,sell_00042,2025-05-06 01:18:29.837990,3155.78,370.88
ord_797132b9027570d9c8505b30b828,4,prod_00034,sell_00060,2025-05-07 01:18:29.837990,3872.8,532.3
ord_797132b9027570d9c8505b30b828,5,prod_00104,sell_00038,2025-05-06 01:18:29.837990,1095.8,227.93
ord_3a81a2199c6af3aea32bf1312ddc,1,prod_00184,sell_00015,2025-01-15 12:50:32.766063,1996.08,179.53
ord_3a81a2199c6af3aea32bf1312ddc,2,prod_00017,sell_00028,2025-01-17 12:50:32.766063,2433.49,483.98
ord_3a81a2199c6af3aea32bf1312ddc,3,prod_00068,sell_00049,2025-01-15 12:50:32.766063,3959.05,867.44
ord_4d67e9706c23c34244f28754f521,1,prod_00019,sell_00046,2024-12-28 20:18:59.521816,3468.24,770.04
ord_4d67e9706c23c34244f28754f521,2,prod_00056,sell_00098,2024-12-27 20:18:59.521816,4917.07,1116.45
ord_4d67e9706c23c34244f28754f521,3,prod_00066,sell_00058,2024-12-27 20:18:59.521816,1400.36,261.2
ord_602895df1c5a309da7c5015b16ce,1,prod_00186,sell_00095,2024-12-13 00:57:50.541181,2243.63,398.7
ord_602895df1c5a309da7c5015b16ce,2,prod_00182,sell_00061,2024-12-14 00:57:50.541181,4344.51,844.63
ord_602895df1c5a309da7c5015b16ce,3,prod_00042,sell_00067,2024-12-13 00:57:50.541181,1957.63,465.31
ord_cb7e79bc9c9e4bce0bb9fccb78d5,1,prod_00114,sell_00092,2025-05-09 02:00:56.412356,1869.07,99.27
ord_cb7e79bc9c9e4bce0bb9fccb78d5,2,prod_00163,sell_00046,2025-05-07 02:00:56.412356,1339.68,172.39
ord_cb7e79bc9c9e4bce0bb9fccb78d5,3,prod_00035,sell_00072,2025-05-08 02:00:56.412356,338.58,82.02
ord_d1a4f3a0e3a2027a80b62d01a54d,1,prod_00081,sell_00046,2025-04-04 04:59:30.713224,4572.57,508.56
ord_d1a4f3a0e3a2027a80b62d01a54d,2,prod_00118,sell_00003,2025-04-03 04:59:30.713224,3096.78,749.74
ord_d1a4f3a0e3a2027a80b62d01a54d,3,prod_00023,sell_00046,2025-04-03 04:59:30.713224,1877.8,341.28
ord_d1a4f3a0e3a2027a80b62d01a54d,4,prod_00061,sell_00050,2025-04-02 04:59:30.713224,550.07,57.69
ord_d1a4f3a0e3a2027a80b62d01a54d,5,prod_00088,sell_00020,2025-04-03 04:59:30.713224,3501.41,455.8
ord_f32141d698cfbdd36bc97164bb85,1,prod_00031,sell_00002,2025-04-05 13:22:41.165076,3113.43,555.81
ord_f32141d698cfbdd36bc97164bb85,2,prod_00139,sell_00072,2025-04-04 13:22:41.165076,1356.05,191.53
ord_f32141d698cfbdd36bc97164bb85,3,prod_00075,sell_00092,2025-04-03 13:22:41.165076,750.81,170.29
ord_3dc9879ac00c98676b702303a2be,1,prod_00040,sell_00062,2025-03-23 12:53:43.183340,3196.85,251.71
ord_3dc9879ac00c98676b702303a2be,2,prod_00105,sell_00092,2025-03-23 12:53:43.183340,3406.63,833.15
ord_3dc9879ac00c98676b702303a2be,3,prod_00142,sell_00008,2025-03-23 12:53:43.183340,1769.6,414.71
ord_3dc9879ac00c98676b702303a2be,4,prod_00014,sell_00073,2025-03-24 12:53:43.183340,2420.61,495.08
ord_3dc9879ac00c98676b702303a2be,5,prod_00153,sell_00024,2025-03-22 12:53:43.183340,512.5,45.89
ord_bc5a71adce9cefa0284fc27707c0,1,prod_00070,sell_00064,2025-03-09 10:29:16.731015,1349.61,208.65
ord_bc5a71adce9cefa0284fc27707c0,2,prod_00031,sell_00058,2025-03-09 10:29:16.731015,2018.7,288.82
ord_bc5a71adce9cefa0284fc27707c0,3,prod_00165,sell_00076,2025-03-07 10:29:16.731015,3098.76,716.31
ord_bc5a71adce9cefa0284fc27707c0,4,prod_00146,sell_00078,2025-03-07 10:29:16.731015,2725.05,521.65
ord_47daa3da67d85ee9eb971f85fd3e,1,prod_00138,sell_00087,2024-09-11 10:41:59.247543,3101.35,241.39
ord_47daa3da67d85ee9eb971f85fd3e,2,prod_00186,sell_00061,2024-09-10 10:41:59.247543,4812.07,1009.16
ord_47daa3da67d85ee9eb971f85fd3e,3,prod_00022,sell_00041,2024-09-10 10:41:59.247543,1826.04,363.05
ord_47daa3da67d85ee9eb971f85fd3e,4,prod_00143,sell_00088,2024-09-11 10:41:59.247543,726.85,97.97
ord_47daa3da67d85ee9eb971f85fd3e,5,prod_00002,sell_00035,2024-09-12 10:41:59.247543,3739.64,666.69
ord_2a15b353978a0c27eed6a4bece5d,1,prod_00001,sell_00075,2025-07-25 06:52:08.689472,3137.76,297.58
ord_2a15b353978a0c27eed6a4bece5d,2,prod_00007,sell_00076,2025-07-23 06:52:08.689472,2760.4,278.05
ord_2a15b353978a0c27eed6a4bece5d,3,prod_00149,sell_00029,2025-07-24 06:52:08.689472,1403.65,80.72
ord_cfc4b091533200c55ace9cfd000d,1,prod_00007,sell_00013,2025-06-25 15:29:27.904877,2413.15,513.5
ord_cfc4b091533200c55ace9cfd000d,2,prod_00061,sell_00065,2025-06-26 15:29:27.904877,4761.04,310.2
ord_cfc4b091533200c55ace9cfd000d,3,prod_00075,sell_00040,2025-06-27 15:29:27.904877,3078.21,354.99
ord_cfc4b091533200c55ace9cfd000d,4,prod_00033,sell_00016,2025-06-26 15:29:27.904877,4607.39,1094.8
ord_1a976eac1e08fecb7c626d0e65fb,1,prod_00165,sell_00048,2024-11-16 21:14:25.506235,1917.69,443.52
ord_1a976eac1e08fecb7c626d0e65fb,2,prod_00047,sell_00088,2024-11-17 21:14:25.506235,1149.32,286.53
ord_1a976eac1e08fecb7c626d0e65fb,3,prod_00086,sell_00021,2024-11-16 21:14:25.506235,649.29,140.69
ord_1a976eac1e08fecb7c626d0e65fb,4,prod_00102,sell_00015,2024-11-17 21:14:25.506235,3404.26,340.25
ord_014f6cdbe6030ea42db4af65713e,1,prod_00150,sell_00078,2025-02-26 08:16:36.706903,3265.22,558.41
ord_014f6cdbe6030ea42db4af65713e,2,prod_00148,sell_00040,2025-02-24 08:16:36.706903,1320.82,270.15
ord_014f6cdbe6030ea42db4af65713e,3,prod_00161,sell_00059,2025-02-25 08:16:36.706903,1424.35,277.63
ord_014f6cdbe6030ea42db4af65713e,4,prod_00113,sell_00096,2025-02-24 08:16:36.706903,3722.66,708.97
ord_7898eecc8be431be85fa2c9d8de0,1,prod_00150,sell_00067,2024-09-17 01:34:55.509418,839.73,65.58
ord_7898eecc8be431be85fa2c9d8de0,2,prod_00167,sell_00015,2024-09-18 01:34:55.509418,3479.87,632.1
ord_7898eecc8be431be85fa2c9d8de0,3,prod_00153,sell_00009,2024-09-19 01:34:55.509418,474.91,43.52
ord_7898eecc8be431be85fa2c9d8de0,4,prod_00034,sell_00075,2024-09-19 01:34:55.509418,2671.36,603.11
ord_7898eecc8be431be85fa2c9d8de0,5,prod_00200,sell_00041,2024-09-18 01:34:55.509418,4267.0,747.08
ord_464933c9f335864f6dc2cb2ed874,1,prod_00001,sell_00061,2025-03-26 13:27:39.986120,1543.63,245.93
ord_464933c9f335864f6dc2cb2ed874,2,prod_00166,sell_00080,2025-03-28 13:27:39.986120,4341.31,694.58
ord_464933c9f335864f6dc2cb2ed874,3,prod_00009,sell_00026,2025-03-28 13:27:39.986120,1643.18,183.86
ord_464933c9f335864f6dc2cb2ed874,4,prod_00090,sell_00083,2025-03-26 13:27:39.986120,196.28,27.71
ord_dc86065675b512c5c4a7de78d8b5,1,prod_00123,sell_00044,2025-07-17 07:10:28.905972,4372.93,367.11
ord_dc86065675b512c5c4a7de78d8b5,2,prod_00171,sell_00035,2025-07-17 07:10:28.905972,464.05,110.09
ord_dc86065675b512c5c4a7de78d8b5,3,prod_00149,sell_00089,2025-07-15 07:10:28.905972,2540.15,487.1
ord_dc86065675b512c5c4a7de78d8b5,4,prod_00005,sell_00045,2025-07-15 07:10:28.905972,1081.3,231.61
ord_aa520fa844674715d47991bb273c,1,prod_00031,sell_00071,2024-09-12 02:42:39.971426,2654.95,322.74
ord_6b390932742834d67b72ae3c84f2,1,prod_00079,sell_00029,2024-10-20 06:51:05.130716,2163.33,132.89
ord_6b390932742834d67b72ae3c84f2,2,prod_00100,sell_00042,2024-10-18 06:51:05.130716,552.22,107.5
ord_6b390932742834d67b72ae3c84f2,3,prod_00157,sell_00095,2024-10-20 06:51:05.130716,4709.69,281.76
ord_b1ad5fd024084da9d7c000ddbf92,1,prod_00001,sell_00028,2025-04-29 22:02:06.039254,1195.07,224.75
ord_b1ad5fd024084da9d7c000ddbf92,2,prod_00152,sell_00078,2025-05-01 22:02:06.039254,606.21,43.56
ord_b1ad5fd024084da9d7c000ddbf92,3,prod_00113,sell_00003,2025-04-30 22:02:06.039254,1556.95,220.25
ord_b1ad5fd024084da9d7c000ddbf92,4,prod_00071,sell_00032,2025-04-30 22:02:06.039254,4846.12,1076.81
ord_c4a2dc575b6164068329a0a447ee,1,prod_00038,sell_00057,2024-10-13 12:17:47.912237,806.8,147.41
ord_c4a2dc575b6164068329a0a447ee,2,prod_00088,sell_00082,2024-10-13 12:17:47.912237,1027.88,179.61
ord_c4a2dc575b6164068329a0a447ee,3,prod_00026,sell_00037,2024-10-13 12:17:47.912237,3989.5,400.68
ord_c4a2dc575b6164068329a0a447ee,4,prod_00053,sell_00080,2024-10-14 12:17:47.912237,4087.65,896.14
ord_c4a2dc575b6164068329a0a447ee,5,prod_00156,sell_00077,2024-10-13 12:17:47.912237,3516.35,830.79
ord_1291b5389173186aa555510e26f8,1,prod_00128,sell_00057,2025-08-14 04:42:02.891629,4249.23,536.62
ord_1291b5389173186aa555510e26f8,2,prod_00050,sell_00096,2025-08-14 04:42:02.891629,1481.3,148.91
ord_1291b5389173186aa555510e26f8,3,prod_00044,sell_00031,2025-08-12 04:42:02.891629,3984.09,485.13
ord_422772476d46e52d349637725733,1,prod_00129,sell_00017,2025-08-11 06:02:45.568336,3132.85,361.69
ord_422772476d46e52d349637725733,2,prod_00144,sell_00008,2025-08-11 06:02:45.568336,3984.68,313.56
ord_422772476d46e52d349637725733,3,prod_00036,sell_00007,2025-08-10 06:02:45.568336,1253.4,216.62
ord_477e873cd1bcd7ecadcc2bb4bb92,1,prod_00171,sell_00035,2025-08-17 02:40:51.966161,1294.26,89.7
ord_ad78ea01695abbbff92e9bc36f03,1,prod_00158,sell_00072,2025-08-13 04:14:50.657482,579.19,70.29
ord_061d5b9f2493ebfc001df686157f,1,prod_00072,sell_00027,2025-01-11 07:40:41.370188,1821.63,108.61
ord_061d5b9f2493ebfc001df686157f,2,prod_00120,sell_00028,2025-01-11 07:40:41.370188,3137.06,702.99
ord_061d5b9f2493ebfc001df686157f,3,prod_00174,sell_00005,2025-01-12 07:40:41.370188,3347.6,525.22
ord_061d5b9f2493ebfc001df686157f,4,prod_00100,sell_00023,2025-01-13 07:40:41.370188,1741.42,118.37
ord_061d5b9f2493ebfc001df686157f,5,prod_00014,sell_00085,2025-01-13 07:40:41.370188,2705.87,545.22
ord_f3530d80ab5ecddc04cf90396572,1,prod_00143,sell_00056,2025-05-16 05:19:52.941386,4081.8,699.83
ord_f3530d80ab5ecddc04cf90396572,2,prod_00150,sell_00091,2025-05-16 05:19:52.941386,384.02,44.71
ord_04747fda647844c0aa1de12aece7,1,prod_00025,sell_00084,2025-05-31 09:24:35.234379,4100.53,766.35
ord_04747fda647844c0aa1de12aece7,2,prod_00056,sell_00055,2025-05-31 09:24:35.234379,3270.71,648.8
ord_2509b26b819a47c30de117423c7b,1,prod_00052,sell_00082,2025-01-31 00:43:41.602314,3564.19,296.56
ord_2509b26b819a47c30de117423c7b,2,prod_00092,sell_00024,2025-02-02 00:43:41.602314,4677.32,401.91
ord_2509b26b819a47c30de117423c7b,3,prod_00128,sell_00037,2025-01-31 00:43:41.602314,3600.1,856.68
ord_b1b81de9f0a27e4520fc315863ce,1,prod_00049,sell_00058,2025-03-02 03:58:47.008003,3904.21,578.26
ord_b1b81de9f0a27e4520fc315863ce,2,prod_00040,sell_00049,2025-03-03 03:58:47.008003,1735.53,188.18
ord_b1b81de9f0a27e4520fc315863ce,3,prod_00115,sell_00001,2025-03-03 03:58:47.008003,3575.42,740.72
ord_b1b81de9f0a27e4520fc315863ce,4,prod_00036,sell_00089,2025-03-03 03:58:47.008003,1041.09,138.97
ord_b1b81de9f0a27e4520fc315863ce,5,prod_00188,sell_00033,2025-03-02 03:58:47.008003,2592.73,297.0
