order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time_days,delay_vs_estimate,is_late,purchase_day,purchase_month,week_of_year,order_total_value,review_score,customer_state,lat_x,lng_x,lat_y,lng_y
ord_28ae297dd27b59eb3eff46c79a9c,cus_294812fb69713a47a0a7374ba6c6,delivered,2024-11-20 16:20:57.906625,2024-11-21 05:20:57.906625,2024-11-24 05:20:57.906625,2024-11-27 05:20:57.906625,2024-11-30 05:20:57.906625,6.0,-3.0,0.0,Wednesday,November,47,17879.24,5,Sonora,23.287515162436545,-102.50213438071066,23.287515162436545,-102.50213438071066
ord_d88b0b05dfcf2399e19b63ac80d1,cus_00d88707974741c0906ea4e49260,delivered,2025-07-03 01:11:16.822442,2025-07-03 14:11:16.822442,2025-07-06 14:11:16.822442,2025-07-08 14:11:16.822442,2025-07-09 14:11:16.822442,5.0,-1.0,0.0,Thursday,July,27,5698.38,4,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_71815bb15e351ddab931c344e974,cus_0d69dec191b9e4205ed0e45561c1,delivered,2024-10-25 20:47:57.710930,2024-10-25 22:47:57.710930,2024-10-28 22:47:57.710930,2024-10-31 22:47:57.710930,2024-11-01 22:47:57.710930,6.0,-1.0,0.0,Friday,October,43,5534.150000000001,5,Distrito Federal,23.9087926,-101.11863047179487,23.9087926,-101.11863047179487
ord_98d9ec5f1db2de66a3147ca9831c,cus_8abd8424a4161a4ad843c8cabc14,delivered,2025-01-13 07:58:43.503858,2025-01-13 15:58:43.503858,2025-01-14 15:58:43.503858,2025-01-17 15:58:43.503858,2025-01-17 15:58:43.503858,4.0,0.0,0.0,Monday,January,3,6176.9,2,Puebla,23.244168162162165,-101.26584157297296,23.244168162162165,-101.26584157297297
ord_7ea60ba52bc485b206e833dfb4ef,cus_0deb40b7912cc1eeb53f3d81fcaf,delivered,2024-10-21 02:56:37.842097,2024-10-21 22:56:37.842097,2024-10-22 22:56:37.842097,2024-10-27 22:56:37.842097,2024-10-29 22:56:37.842097,6.0,-2.0,0.0,Monday,October,43,7502.219999999999,4,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_4a09d9a737ecae165e7c376c98ee,cus_83ba4e37b3f13d362aeecd43c063,invoiced,2025-08-23 10:10:16.685722,2025-08-23 18:10:16.685722,2025-08-26 18:10:16.685722,,2025-09-02 18:10:16.685722,,,,Saturday,August,34,14958.48,1,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_b0ee1cc9a1e444ac03739cf11771,cus_a9a65e467165f3aba5586dd1294a,shipped,2025-01-23 12:55:45.855481,2025-01-23 13:55:45.855481,2025-01-26 13:55:45.855481,,2025-01-29 13:55:45.855481,,,,Thursday,January,4,8952.89,4,Jalisco,23.030702099502488,-101.95071183582088,23.030702099502488,-101.95071183582088
ord_dd0a14c702ddd67fa439388844b8,cus_21e296fd87c356e14a587885820d,processing,2024-12-14 19:35:08.539214,2024-12-15 03:35:08.539214,2024-12-18 03:35:08.539214,,2024-12-22 03:35:08.539214,,,,Saturday,December,50,11141.28,1,Baja California,22.748869914438504,-101.35321593048128,22.748869914438504,-101.35321593048128
ord_0ca2b373fe62e17323663eb250b7,cus_dd41ba5971a7081c4fb92a5d728c,shipped,2025-08-02 10:41:12.987362,2025-08-03 10:41:12.987362,2025-08-04 10:41:12.987362,,2025-08-07 10:41:12.987362,,,,Saturday,August,31,7773.53,5,Quintana Roo,23.42597512777778,-100.9369508388889,23.42597512777778,-100.9369508388889
ord_606b89ee0dd43dacdfc39ea1d449,cus_f29878c2604fd414a7441248bd33,canceled,2025-08-14 18:01:18.842734,2025-08-15 17:01:18.842734,2025-08-16 17:01:18.842734,,2025-08-20 17:01:18.842734,,,,Thursday,August,33,12081.87,3,Guanajuato,24.053235989637304,-101.6950391761658,24.053235989637304,-101.6950391761658
ord_c121f19c858f44379b331c7317fb,cus_e314fc7554b9939aff46477160be,invoiced,2025-07-29 18:07:17.054879,2025-07-29 23:07:17.054879,2025-07-30 23:07:17.054879,,2025-07-31 23:07:17.054879,,,,Tuesday,July,31,11239.12,2,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_5aed737a1312529d79a23dfd640b,cus_eefe438127d8c7b16d0dc01a2f55,delivered,2025-07-23 03:33:42.617074,2025-07-23 04:33:42.617074,2025-07-25 04:33:42.617074,2025-07-30 04:33:42.617074,2025-08-02 04:33:42.617074,7.0,-3.0,0.0,Wednesday,July,30,3628.39,2,Colima,23.259065543010752,-101.6969638655914,23.259065543010752,-101.69696386559139
ord_501dcdd26ca159a973f0ceb88805,cus_8b67f367d63a14edd1e711d91a5f,delivered,2024-10-08 08:22:14.985414,2024-10-08 16:22:14.985414,2024-10-09 16:22:14.985414,2024-10-14 16:22:14.985414,2024-10-16 16:22:14.985414,6.0,-2.0,0.0,Tuesday,October,41,12927.6,3,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_c0ae54061791f9d37e5f2f354edf,cus_5d47f51d205b27322b412aa37aa2,delivered,2025-01-29 12:25:41.812812,2025-01-30 02:25:41.812812,2025-02-02 02:25:41.812812,2025-02-04 02:25:41.812812,2025-02-07 02:25:41.812812,5.0,-3.0,0.0,Wednesday,January,5,5075.1,4,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_0d7ffaff4c431ec31f590244b460,cus_2c02236dea3fbdade1c0cd35cff2,canceled,2025-07-04 06:49:55.638163,2025-07-04 18:49:55.638163,2025-07-05 18:49:55.638163,,2025-07-13 18:49:55.638163,,,,Friday,July,27,11481.47,2,Tamaulipas,23.93780641089109,-101.83519119306932,23.93780641089109,-101.83519119306932
ord_1fd5035bd15e188384a476f1883c,cus_5cdc7d0fcd9d9f3575be53873505,delivered,2025-04-20 20:51:27.093904,2025-04-21 11:51:27.093904,2025-04-23 11:51:27.093904,2025-04-24 11:51:27.093904,2025-04-24 11:51:27.093904,3.0,0.0,0.0,Sunday,April,16,13390.490000000002,1,Hidalgo,24.03804835576923,-101.3147096875,24.03804835576923,-101.3147096875
ord_3456edfed173044b05c37cbbdb0c,cus_7de4eeee332b6f1dcec926197cf8,delivered,2025-05-27 20:35:09.600692,2025-05-28 15:35:09.600692,2025-05-30 15:35:09.600692,2025-06-03 15:35:09.600692,2025-06-06 15:35:09.600692,6.0,-3.0,0.0,Tuesday,May,22,11765.51,5,Sonora,23.287515162436545,-102.50213438071066,23.287515162436545,-102.50213438071066
ord_d63428c152eb663ec0dee4a2166a,cus_aa38d994737250d6905f2748f7d0,delivered,2025-08-14 01:33:54.954285,2025-08-14 19:33:54.954285,2025-08-15 19:33:54.954285,2025-08-20 19:33:54.954285,2025-08-21 19:33:54.954285,6.0,-1.0,0.0,Thursday,August,33,3061.53,3,Chiapas,23.635797916666665,-101.459738734375,23.635797916666665,-101.459738734375
ord_e0640b99374dc935552940f1c6e7,cus_0205d09ed97c9c2ede6ac71ab0f7,shipped,2025-02-21 17:18:08.708093,2025-02-22 00:18:08.708093,2025-02-23 00:18:08.708093,,2025-02-27 00:18:08.708093,,,,Friday,February,8,11310.82,2,Chiapas,23.635797916666665,-101.459738734375,23.635797916666665,-101.459738734375
ord_a1e4fb5cad1dffdc03b3278a6b2f,cus_ee0cd8e5dd17e73f944068069a19,shipped,2025-02-02 22:16:32.861211,2025-02-03 02:16:32.861211,2025-02-04 02:16:32.861211,,2025-02-06 02:16:32.861211,,,,Sunday,February,5,14778.56,5,Aguascalientes,23.972501200956938,-101.61957087559809,23.972501200956938,-101.61957087559807
ord_189459a83d54f118edcb285ed996,cus_4f81a3de44b509160e607d528f60,delivered,2024-12-10 18:49:39.091007,2024-12-11 10:49:39.091007,2024-12-12 10:49:39.091007,2024-12-13 10:49:39.091007,2024-12-13 10:49:39.091007,2.0,0.0,0.0,Tuesday,December,50,1815.11,4,Querétaro,23.0446053556701,-102.26899526804124,23.0446053556701,-102.26899526804124
ord_553bd171167a3093dcaec413279e,cus_571fd6134e0a46ada4d4e0f317f3,processing,2024-09-05 17:42:14.080811,2024-09-06 10:42:14.080811,2024-09-07 10:42:14.080811,,2024-09-15 10:42:14.080811,,,,Thursday,September,36,10661.17,5,Zacatecas,23.74903305524862,-101.4842463922652,23.74903305524862,-101.48424639226519
ord_7b2b8f74e14b210672eac5936caa,cus_acebd84f251d4322c020682066ac,delivered,2025-04-27 00:26:10.088448,2025-04-27 16:26:10.088448,2025-04-28 16:26:10.088448,2025-05-01 16:26:10.088448,2025-05-04 16:26:10.088448,4.0,-3.0,0.0,Sunday,April,17,15080.02,5,Zacatecas,23.74903305524862,-101.4842463922652,23.74903305524862,-101.48424639226519
ord_c6050408b5ae2b9f4013984faa1a,cus_1e2486be8572a61dfa766e4e24f0,processing,2024-12-07 13:15:35.444206,2024-12-07 15:15:35.444206,2024-12-09 15:15:35.444206,,2024-12-12 15:15:35.444206,,,,Saturday,December,49,5937.29,3,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_0a76bcdc787e5e97ea8e833158f8,cus_6487e7f9b9837255cdd5a1707ab4,delivered,2024-09-26 20:35:49.175965,2024-09-27 11:35:49.175965,2024-09-30 11:35:49.175965,2024-10-03 11:35:49.175965,2024-10-04 11:35:49.175965,6.0,-1.0,0.0,Thursday,September,39,15132.49,4,Colima,23.259065543010752,-101.6969638655914,23.259065543010752,-101.69696386559139
ord_5c52cd655e2e7e368cf1ac7c43ae,cus_eeffec086f5514d983f5e2518247,delivered,2025-04-25 20:51:46.405818,2025-04-26 11:51:46.405818,2025-04-28 11:51:46.405818,2025-05-01 11:51:46.405818,2025-05-02 11:51:46.405818,5.0,-1.0,0.0,Friday,April,17,9769.53,5,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_29d6f40202c9ffd2a9524fbe1796,cus_eeb19a3a2732fb93baabd171ad49,processing,2025-05-15 19:45:56.293916,2025-05-16 12:45:56.293916,2025-05-18 12:45:56.293916,,2025-05-24 12:45:56.293916,,,,Thursday,May,20,8361.64,4,Guanajuato,24.053235989637304,-101.6950391761658,24.053235989637304,-101.6950391761658
ord_eaf9b99e7734a069a974a10822a8,cus_579d11fedb75486a78d7067ce027,delivered,2025-03-22 11:32:30.937308,2025-03-22 18:32:30.937308,2025-03-23 18:32:30.937308,2025-03-24 18:32:30.937308,2025-03-25 18:32:30.937308,2.0,-1.0,0.0,Saturday,March,12,16420.99,5,Hidalgo,24.03804835576923,-101.3147096875,24.03804835576923,-101.3147096875
ord_8dde40ef1fbdfe1a40d07339b430,cus_c2520ee0363868083cf22033512f,unavailable,2025-05-24 13:20:48.551090,2025-05-24 18:20:48.551090,2025-05-26 18:20:48.551090,,2025-05-29 18:20:48.551090,,,,Saturday,May,21,2568.79,3,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_b02f608dfcd2e09f55ff52cb0b6a,cus_79d4a38a99a9a69c2f06b1fb3d52,shipped,2025-03-12 22:53:32.580396,2025-03-12 23:53:32.580396,2025-03-14 23:53:32.580396,,2025-03-17 23:53:32.580396,,,,Wednesday,March,11,6541.360000000001,4,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_0e9ca1516c26a665af1893ef5c59,cus_549c94ba4ad45c9aa92f45ca3c57,shipped,2024-10-25 22:36:28.628840,2024-10-26 08:36:28.628840,2024-10-27 08:36:28.628840,,2024-10-30 08:36:28.628840,,,,Friday,October,43,4392.55,5,Tabasco,23.55964060427808,-101.81757081283422,23.559640604278076,-101.81757081283422
ord_31e3f7d9182fece0166baa897429,cus_ad376d88673a104b80adb7fea832,delivered,2024-11-17 06:06:37.623761,2024-11-17 21:06:37.623761,2024-11-20 21:06:37.623761,2024-11-22 21:06:37.623761,2024-11-22 21:06:37.623761,5.0,0.0,0.0,Sunday,November,46,4082.24,4,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_93dd17c5c58be70add840454e71d,cus_c6b549ad4e4720c9c8daab408427,processing,2025-04-19 14:13:01.049268,2025-04-19 22:13:01.049268,2025-04-20 22:13:01.049268,,2025-04-27 22:13:01.049268,,,,Saturday,April,16,11470.09,3,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_797132b9027570d9c8505b30b828,cus_59f2a31ba5618bfd3fc3750e6988,invoiced,2025-05-05 01:18:29.837990,2025-05-05 22:18:29.837990,2025-05-08 22:18:29.837990,,2025-05-14 22:18:29.837990,,,,Monday,May,19,18655.27,1,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_3a81a2199c6af3aea32bf1312ddc,cus_779477a7da7927689901dac7dd57,unavailable,2025-01-14 12:50:32.766063,2025-01-14 23:50:32.766063,2025-01-17 23:50:32.766063,,2025-01-21 23:50:32.766063,,,,Tuesday,January,3,9919.57,4,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_4d67e9706c23c34244f28754f521,cus_34a2fec60fc677957703281e07fa,invoiced,2024-12-26 20:18:59.521816,2024-12-27 08:18:59.521816,2024-12-28 08:18:59.521816,,2025-01-02 08:18:59.521816,,,,Thursday,December,52,11933.36,4,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_602895df1c5a309da7c5015b16ce,cus_2bc15802519f7977cd6c32863003,delivered,2024-12-12 00:57:50.541181,2024-12-12 07:57:50.541181,2024-12-14 07:57:50.541181,2024-12-17 07:57:50.541181,2024-12-20 07:57:50.541181,5.0,-3.0,0.0,Thursday,December,50,10254.41,5,Morelos,23.792248505681812,-102.38969035227272,23.792248505681815,-102.38969035227272
ord_cb7e79bc9c9e4bce0bb9fccb78d5,cus_a1674fa4e51bc70f47f2c117f13c,delivered,2025-05-06 02:00:56.412356,2025-05-06 18:00:56.412356,2025-05-07 18:00:56.412356,2025-05-09 18:00:56.412356,2025-05-09 18:00:56.412356,3.0,0.0,0.0,Tuesday,May,19,3901.01,4,Durango,23.173087294392527,-101.6235708317757,23.173087294392527,-101.6235708317757
ord_d1a4f3a0e3a2027a80b62d01a54d,cus_b3351aa4d6fbbcb4e1191a362593,delivered,2025-04-01 04:59:30.713224,2025-04-01 14:59:30.713224,2025-04-02 14:59:30.713224,2025-04-05 14:59:30.713224,2025-04-07 14:59:30.713224,4.0,-2.0,0.0,Tuesday,April,14,15711.7,2,Campeche,23.349574490291264,-101.73260301456313,23.349574490291264,-101.73260301456311
ord_f32141d698cfbdd36bc97164bb85,cus_15e6d743202abcbab35d4f640dec,delivered,2025-04-02 13:22:41.165076,2025-04-02 16:22:41.165076,2025-04-05 16:22:41.165076,2025-04-10 16:22:41.165076,2025-04-10 16:22:41.165076,8.0,0.0,0.0,Wednesday,April,14,6137.92,5,Sonora,23.287515162436545,-102.50213438071066,23.287515162436545,-102.50213438071066
ord_3dc9879ac00c98676b702303a2be,cus_fba724aff44f824742aa714706c4,delivered,2025-03-21 12:53:43.183340,2025-03-22 02:53:43.183340,2025-03-24 02:53:43.183340,2025-03-27 02:53:43.183340,2025-03-30 02:53:43.183340,5.0,-3.0,0.0,Friday,March,12,13346.73,3,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
ord_bc5a71adce9cefa0284fc27707c0,cus_9b7f4796df00baad44b8ffe5120c,shipped,2025-03-06 10:29:16.731015,2025-03-06 16:29:16.731015,2025-03-07 16:29:16.731015,,2025-03-11 16:29:16.731015,,,,Thursday,March,10,10927.55,2,Michoacán de Ocampo,23.06240240883978,-101.80343203867405,23.06240240883978,-101.80343203867403
ord_47daa3da67d85ee9eb971f85fd3e,cus_eef5ecc1be664e6bdbbf94f7950f,shipped,2024-09-09 10:41:59.247543,2024-09-09 22:41:59.247543,2024-09-12 22:41:59.247543,,2024-09-18 22:41:59.247543,,,,Monday,September,37,16584.21,3,Nuevo León,23.55965682159625,-100.81775693427232,23.559656821596246,-100.81775693427231
ord_2a15b353978a0c27eed6a4bece5d,cus_40bce825940b7b418aaed2ec5c4a,delivered,2025-07-22 06:52:08.689472,2025-07-23 02:52:08.689472,2025-07-26 02:52:08.689472,2025-07-30 02:52:08.689472,2025-07-31 02:52:08.689472,7.0,-1.0,0.0,Tuesday,July,30,7958.160000000001,4,Tabasco,23.55964060427808,-101.81757081283422,23.559640604278076,-101.81757081283422
ord_cfc4b091533200c55ace9cfd000d,cus_cd09af32dcb963e6d9176628ea61,invoiced,2025-06-24 15:29:27.904877,2025-06-25 09:29:27.904877,2025-06-27 09:29:27.904877,,2025-07-03 09:29:27.904877,,,,Tuesday,June,26,17133.28,4,Guerrero,23.383400323809525,-101.80227347142856,23.383400323809525,-101.80227347142856
ord_1a976eac1e08fecb7c626d0e65fb,cus_7ee5f36060c4f53773f327d4f454,delivered,2024-11-15 21:14:25.506235,2024-11-15 23:14:25.506235,2024-11-16 23:14:25.506235,2024-11-21 23:14:25.506235,2024-11-22 23:14:25.506235,6.0,-1.0,0.0,Friday,November,46,8331.550000000001,1,Hidalgo,24.03804835576923,-101.3147096875,24.03804835576923,-101.3147096875
ord_014f6cdbe6030ea42db4af65713e,cus_c202c596904d7be17679c41a2ca9,delivered,2025-02-23 08:16:36.706903,2025-02-23 11:16:36.706903,2025-02-25 11:16:36.706903,2025-02-28 11:16:36.706903,2025-03-02 11:16:36.706903,5.0,-2.0,0.0,Sunday,February,8,11548.21,2,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_7898eecc8be431be85fa2c9d8de0,cus_abf8a6b141d7061fc71d9ead700e,canceled,2024-09-16 01:34:55.509418,2024-09-16 18:34:55.509418,2024-09-18 18:34:55.509418,,2024-09-23 18:34:55.509418,,,,Monday,September,38,13824.259999999998,4,Coahuila de Zaragoza,23.44224857142857,-102.82419057692309,23.44224857142857,-102.82419057692307
ord_464933c9f335864f6dc2cb2ed874,cus_065390dcd36517290d82738445fc,delivered,2025-03-25 13:27:39.986120,2025-03-26 09:27:39.986120,2025-03-28 09:27:39.986120,2025-03-30 09:27:39.986120,2025-04-01 09:27:39.986120,4.0,-2.0,0.0,Tuesday,March,13,8876.480000000001,5,San Luis Potosí,23.456913725388603,-101.99521921243525,23.456913725388603,-101.99521921243523
ord_dc86065675b512c5c4a7de78d8b5,cus_895f99c83aad897ee5517736ba44,delivered,2025-07-14 07:10:28.905972,2025-07-14 18:10:28.905972,2025-07-15 18:10:28.905972,2025-07-19 18:10:28.905972,2025-07-22 18:10:28.905972,5.0,-3.0,0.0,Monday,July,29,9654.34,1,Chihuahua,23.28535389714286,-102.05566077142856,23.28535389714286,-102.05566077142856
ord_aa520fa844674715d47991bb273c,cus_69b1b8be29d090c6fed190afd513,delivered,2024-09-10 02:42:39.971426,2024-09-10 12:42:39.971426,2024-09-13 12:42:39.971426,2024-09-15 12:42:39.971426,2024-09-17 12:42:39.971426,5.0,-2.0,0.0,Tuesday,September,37,2977.69,4,Jalisco,23.030702099502488,-101.95071183582088,23.030702099502488,-101.95071183582088
ord_6b390932742834d67b72ae3c84f2,cus_b68d70c996b65c71f15fb11ad7b1,delivered,2024-10-17 06:51:05.130716,2024-10-18 05:51:05.130716,2024-10-19 05:51:05.130716,2024-10-20 05:51:05.130716,2024-10-23 05:51:05.130716,2.0,-3.0,0.0,Thursday,October,42,7947.389999999999,5,Nuevo León,23.55965682159625,-100.81775693427232,23.559656821596246,-100.81775693427231
ord_b1ad5fd024084da9d7c000ddbf92,cus_3ce3fdcb936db00b1a50eb69855a,delivered,2025-04-28 22:02:06.039254,2025-04-29 03:02:06.039254,2025-05-02 03:02:06.039254,2025-05-06 03:02:06.039254,2025-05-08 03:02:06.039254,7.0,-2.0,0.0,Monday,April,18,9769.72,5,Quintana Roo,23.42597512777778,-100.9369508388889,23.42597512777778,-100.9369508388889
ord_c4a2dc575b6164068329a0a447ee,cus_3243833f80e13dc739e0127c994e,processing,2024-10-12 12:17:47.912237,2024-10-13 03:17:47.912237,2024-10-16 03:17:47.912237,,2024-10-20 03:17:47.912237,,,,Saturday,October,41,15882.81,5,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_1291b5389173186aa555510e26f8,cus_c5c44a9647a8f1f2942e21cdc2b9,delivered,2025-08-11 04:42:02.891629,2025-08-11 10:42:02.891629,2025-08-12 10:42:02.891629,2025-08-15 10:42:02.891629,2025-08-18 10:42:02.891629,4.0,-3.0,0.0,Monday,August,33,10885.28,4,Tabasco,23.55964060427808,-101.81757081283422,23.559640604278076,-101.81757081283422
ord_422772476d46e52d349637725733,cus_688e6279c2795a8c3affbfb5658d,delivered,2025-08-08 06:02:45.568336,2025-08-09 02:02:45.568336,2025-08-12 02:02:45.568336,2025-08-17 02:02:45.568336,2025-08-20 02:02:45.568336,8.0,-3.0,0.0,Friday,August,32,9262.8,3,Campeche,23.349574490291264,-101.73260301456313,23.349574490291264,-101.73260301456311
ord_477e873cd1bcd7ecadcc2bb4bb92,cus_c6269f0e31cc40934f532f9a4e76,delivered,2025-08-15 02:40:51.966161,2025-08-15 19:40:51.966161,2025-08-17 19:40:51.966161,2025-08-20 19:40:51.966161,2025-08-20 19:40:51.966161,5.0,0.0,0.0,Friday,August,33,1383.96,2,Veracruz de Ignacio de la Llave,23.7237853988764,-100.58646290449438,23.7237853988764,-100.58646290449438
ord_ad78ea01695abbbff92e9bc36f03,cus_7a359ba7e6844ec61c6c7a28a2ee,shipped,2025-08-12 04:14:50.657482,2025-08-13 01:14:50.657482,2025-08-16 01:14:50.657482,,2025-08-22 01:14:50.657482,,,,Tuesday,August,33,649.48,3,Oaxaca,23.266094454054056,-102.44178765945944,23.266094454054056,-102.44178765945945
ord_061d5b9f2493ebfc001df686157f,cus_370f16be95ad1deb3e172d574520,delivered,2025-01-10 07:40:41.370188,2025-01-10 10:40:41.370188,2025-01-13 10:40:41.370188,2025-01-15 10:40:41.370188,2025-01-17 10:40:41.370188,5.0,-2.0,0.0,Friday,January,2,14753.99,3,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
ord_f3530d80ab5ecddc04cf90396572,cus_4895fb66d14c803b0cdbd99df59d,delivered,2025-05-13 05:19:52.941386,2025-05-13 06:19:52.941386,2025-05-15 06:19:52.941386,2025-05-19 06:19:52.941386,2025-05-20 06:19:52.941386,6.0,-1.0,0.0,Tuesday,May,20,5210.36,4,Nayarit,23.574169112299465,-101.88422291443852,23.574169112299465,-101.88422291443851
ord_04747fda647844c0aa1de12aece7,cus_08d8bc5891664d3a32c8e72cad63,delivered,2025-05-29 09:24:35.234379,2025-05-30 06:24:35.234379,2025-05-31 06:24:35.234379,2025-06-04 06:24:35.234379,2025-06-06 06:24:35.234379,5.0,-2.0,0.0,Thursday,May,22,8786.39,4,Sinaloa,24.045853615384612,-101.10117676410258,24.045853615384615,-101.10117676410258
