customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cus_69b1b8be29d090c6fed190afd513,d14ae896f3cc2029efd4,86587,San Alicia los bajos,Jalisco
cus_b68d70c996b65c71f15fb11ad7b1,876b63f31583e675f7a6,51843,Nueva Kirguistán,Nuevo León
cus_3ce3fdcb936db00b1a50eb69855a,ea8757e7e5349e7b799e,20226,San Jos los altos,Quintana Roo
cus_3243833f80e13dc739e0127c994e,fc405db9283d4d8835b7,79234,San Salvador los bajos,Nayarit
cus_c5c44a9647a8f1f2942e21cdc2b9,c47ab5c09c95ac7c2997,91666,San Fabiola de la Montaña,Tabasco
cus_688e6279c2795a8c3affbfb5658d,c8a516f8aa60c79326f1,43564,Vieja Zimbabwe,Campeche
cus_c6269f0e31cc40934f532f9a4e76,942b8d48b583aa5632cc,42098,Nueva Filipinas,Veracruz de Ignacio de la Llave
cus_7a359ba7e6844ec61c6c7a28a2ee,2d1785732770e7ef2591,12648,Nueva Panamá,Oaxaca
cus_370f16be95ad1deb3e172d574520,71fc9d3647dee4d99a18,73209,San Cristina los altos,Sinaloa
cus_4895fb66d14c803b0cdbd99df59d,34bb6f8b9e51104654d4,87388,Vieja Grecia,Nayarit
cus_08d8bc5891664d3a32c8e72cad63,b219bd71364c9980d12c,36855,San Julio los altos,Sinaloa
cus_c6a1b5b0bf994214197382fa6e53,088037709fe2e63a658b,89841,San Patricia los altos,Guanajuato
cus_fe9331ed686f43063403884eb41b,027ff6018748046d0b7c,01297,San Dulce María los altos,Puebla
cus_049a28e898d22c164aa6627c3c0c,34cbb1efc87935b0f30e,41516,San Rosa los altos,Tabasco
cus_5f1d943e6fc030947d78233d0a84,ad82a066683bd897040f,11363,Nueva Cuba,Chihuahua
cus_bf372237cf82eaf10b656c83ddf2,e8f909053530a8e16fa4,15459,Vieja Belice,Chihuahua
cus_2e232e19da627cef1077dbf073cd,123d66c0c0c868c80cf1,04246,San Elvira los bajos,Morelos
cus_8cde50dd441ad69933346a8029fc,5c3a8a65b05ca738ef6e,93310,San Mariano de la Montaña,Distrito Federal
cus_514c86eb4eee492127d9833575d6,59b160e778af00e40805,80784,Nueva Afganistán,Campeche
cus_9cddd9d52b16853b848701fc7da0,c1aec0bc558cd1059df9,45366,Nueva Qatar,Yucatán
cus_f43ccff23d24e405db29e8ef9441,4a7ff177922b3eb26a07,32757,Nueva Antigua y Barbuda,Tlaxcala
cus_c6b01c83a9ae99a03000f77f982e,a5ef27bd217b12c09594,15584,San Olivia los bajos,Tabasco
cus_0bd7d00978b43bc7e2e3aae87b7a,44c86e6034d19a771ebc,23561,San Serafín los altos,Baja California Sur
cus_d60f923f9790f7e093e50cf7d53a,d1febc7ad6ea44e6f887,86874,San Homero de la Montaña,Durango
cus_7e9b034dc4ee7381abfaef62d812,9861e3dffc3810dc54f3,70458,Nueva Cuba,Guerrero
cus_77395deae8f251079cc60ee7c77e,85a7681df5395e0df278,96604,San Julio César los altos,Querétaro
cus_6efb0a1c8fa1d7b0d672ad8307dd,c95d0bf031da9ef16c7e,95273,San Delia los altos,Sonora
cus_2809a30d1cbef0e7139e0363d524,17bd50567d2dd3d7d7ae,64276,Nueva Kiribati,Guanajuato
cus_c45e6415a34a77332b8aacf75212,761b2047f3c3bbb8c39e,66256,San Maximiliano de la Montaña,Yucatán
cus_a0f52c9a5cef0a38d3aaa082ef41,0016fd2c27d537a4fb93,11494,San Carlota de la Montaña,San Luis Potosí
cus_00bf47cc39bbf7501799e9e9ede5,e437095fe549b35971b9,25793,San Julio los altos,Morelos
cus_80d5dca21c52d5baf8a5ce236f9a,cb5393672ad55ebc5f3d,83906,Nueva Bosnia y Herzegovina,Distrito Federal
cus_394f90a7016c600e87ee1f83efe5,e84461ce8dc5ad7bb679,45092,Nueva Camboya,Chiapas
cus_b2292b355242fc6515e6bfec583f,e1357ea452df43c1c7b8,77601,Vieja Palau,Yucatán
cus_cd725ecd48808b0ec25afececaf2,5621087596d31cd9bf81,31093,San Carlos los altos,Nuevo León
cus_83d62f031705f903846a44d4f574,f6e578a188f2175f9c28,02454,San Sonia los bajos,Puebla
cus_bd6de8b383e6cddf4f83505a0a1f,5c665b1d1fbf41a31ad2,21316,San Perla de la Montaña,Morelos
cus_b9753f34d99fff176ed6ac915d1f,d2bd0af2972a610db4bb,10876,Nueva Burkina Faso,San Luis Potosí
cus_63bcbf7c80e6e2170bcf3dd9f414,bad1236f81f8eba9103a,35901,Nueva Chile,Puebla
cus_7121ca8f7fa4adf3fb3b2742cff9,fbf9ef31b7fcb269b0e7,97654,San Eugenia de la Montaña,Sonora
cus_a4e3d70b8c6b6f481adc7aea453f,d67b8e0d114699e5c77d,94672,San José Luis de la Montaña,Michoacán de Ocampo
cus_c814f7888e188d9f25cd9a5b84ab,317a0911e8647aa06538,00347,San Dalia los altos,Durango
cus_d82d277dca2fd78400a84bb7a177,f42119efe037d55b2027,32681,San Rolando los altos,Distrito Federal
cus_d9e8f5bbc4c234efb0af113d0802,53c3cfc4ce9bc20b2a2b,56417,San Soledad los altos,Querétaro
cus_858b4e58a6305855b1b4e5979b78,732ee8816dce96bd1bb4,27400,San Esmeralda los altos,Durango
cus_b760726c287a6939677becd055dc,4a42cd543faac329ed3d,52377,Nueva Israel,Tlaxcala
cus_5c173655188cfd8f839b04ac2342,047a011931cdd403f06a,28750,San Iván de la Montaña,Querétaro
cus_eb923b02029c5006846963bbcb36,3263603f503ba7c13efd,00541,San Ana Luisa de la Montaña,Guanajuato
cus_69c9f44944f4f3cde7555a86bb3f,859ad8c2876456250650,92706,San Adriana los altos,Veracruz de Ignacio de la Llave
cus_684242c24f7fa988a89130f35dab,13930882b4512bd1bb65,48635,Nueva Kiribati,Zacatecas
cus_5556b51ad41d833c06da7df8257c,7b74fbc818ba5c705ea0,38056,San Julio los bajos,Quintana Roo
cus_b055a72e7cca501bfb71a3e12568,292abe21bc53b59c2464,92503,Nueva Islas Salomón,Puebla
cus_691471a1f42fcbfe513a6e904031,aba4057778d1a469d9b0,65126,Nueva Guyana,Tamaulipas
cus_010381b4960ed7cd52ab97785af8,cc7f85ad4a60a4b8949c,34629,San Elisa de la Montaña,Sonora
cus_421f564865a03e79679a986beaea,0fd1b2e217c43d4e1f2d,17381,San Juan Carlos los bajos,Tabasco
cus_73cbaf9d29d693233275a739c577,0d564b0dfd6e067e6086,01430,San Beatriz los altos,Querétaro
cus_b117cbf3fcb26e978ed1270e6134,de3a90dcdf75bafeed97,24437,Vieja Islas Salomón,Zacatecas
cus_8db96dcbe8293f139fe82d588845,83062e1b23c9fbb1fd82,37216,Nueva Azerbaiyán,Tlaxcala
cus_7ce654b986880ff3074cca7a5afd,8eddf6907d9545c26c52,31130,Nueva Bélgica,Durango
cus_0e48681014a2a285621d90f97535,67606176453b6e9e3d7a,30791,San Yolanda de la Montaña,Tlaxcala
cus_7b22cb83d1fad89695999a0fc15d,002ea9e1288eb251c8c3,61975,San Vanesa de la Montaña,Veracruz de Ignacio de la Llave
cus_817a486de8e1ec15aa5fd956c848,ce5714f54595a7344ea6,25437,Nueva Letonia,Michoacán de Ocampo
cus_bd7523eb91062161148ecda34f0e,d7015fcc8a7f883be443,93779,San Ramón de la Montaña,Tabasco
cus_da597ff7b5c2f0c0f624761d5d38,9c8eb78aa302b024d967,44997,Nueva Somalia,Chihuahua
cus_f5874d160dc2a6d31810e75564fe,55de38e633d5bdb8cf03,45704,Vieja Pakistán,Hidalgo
cus_3c96c32ea57c39578f41211ee941,3b3245f3ae51a0b396a7,25630,San Mayte los altos,Coahuila de Zaragoza
cus_9c748d19efee72035f60f2941119,a19fb8b2f6609836ad92,57196,San Minerva de la Montaña,Sonora
cus_2153e3abe08a33536bb91048ed60,0bb0c6bfb7da57908574,53526,Nueva República Democrática Popular Lao,Chihuahua
cus_9a6b7876dcf131108899caffda4e,22553a79ce2142c49d4b,54456,Nueva Brunei Darussalam,Sonora
cus_0a71747eb6bce9cd8869d26f804c,f640b2149033f601375a,51449,Vieja Micronesia,Tabasco
cus_d1f4b860a30c1fd1b9f1c78ce757,42c19cd123fafda961f1,87884,San Silvia los bajos,Veracruz de Ignacio de la Llave
cus_b898e66da6a0c5a8e48c37061deb,c6151ee113673a6ff2eb,04404,San Roberto de la Montaña,Tamaulipas
cus_1f71748e80a74356440ee8e87c42,2453c43d3378e120b6c9,98388,Vieja Bulgaria,Jalisco
cus_8e36a7b3217e29edceaa2066d049,eafc65410e488b9b2c25,08034,Nueva República Unida de Tanzanía,Aguascalientes
cus_4a958667a1f7871d853535a2e7fc,e584ae4d9b68e538d1fa,65473,Vieja Zimbabwe,Distrito Federal
cus_1fe233ab3768f4fabac48b2a83e4,31c9638a67c39555c6d4,95103,Vieja Bahrein,Oaxaca
cus_ad936b3350bb0892c32dfd69e1a5,d92cdfda7b84e0fa7ff6,40935,Nueva Sri Lanka,Michoacán de Ocampo
cus_35b60ea8b0b0abd09bbea219c4ee,0b0ea221c5106762e76d,28984,Nueva Bahrein,Colima
cus_c665b33648b6927798689e1471ec,7325494e6d951ee403f8,08159,San Eugenia de la Montaña,Baja California Sur
cus_a31f04b0e5d2e6cc05b8278823bf,863bb7123bbabef7caad,38314,San Isabel los bajos,Aguascalientes
cus_6731140836f759e5cf6f2fb67c81,3d798e941009d97b8330,56390,Vieja República Dominicana,México
cus_e65176be5a6cd6d343afb69d1449,7d17b3836da6b34e8060,05871,Vieja Jordania,Yucatán
cus_211816ed26a281fdf76ac4b85a48,d183c47af8741c8c0fb2,40883,San Arcelia los altos,Coahuila de Zaragoza
cus_84cfde91c9762110c627b5482114,0fb13e5e4c3b2c024504,23872,San Esmeralda los bajos,Oaxaca
cus_ea2e3a368ce00cacd0632bdcbac6,fe0b99ba0afc705824a0,48088,Nueva Burkina Faso,Morelos
cus_6f5c53bd839cf331a4e88f87c447,40f7c0d96f2848563728,68038,Nueva India,Morelos
cus_89d9b7de7f20ec0573e85d60f070,06e1e619eab512c61a4e,79445,Vieja Japón,Nayarit
cus_3dc8733f912188c59ed259a127ea,5a9bbabb2a24224fa8d1,80412,Nueva Nicaragua,Puebla
cus_cba80f0975b296586dc33f4270bb,23861783a239f2fef788,93163,San María Luisa los bajos,Chiapas
cus_351e981eb8a3fb2f193985364c09,37b8624968e3ceaae9d2,23162,San Renato de la Montaña,Nayarit
cus_0fb55befb48bcb1b49319f369d53,2232d9765131b161bdc9,70476,San Asunción los bajos,Hidalgo
cus_2082d9a5d755741eee512d8bc4df,0d249a4fdd092c93787c,91198,San Alfonso los altos,Michoacán de Ocampo
cus_cae3a6058b88d9bb15f83f049f39,672da1b93911478b74e8,02879,San Sergio los bajos,Zacatecas
cus_ce6395dea1093f2b51280d92137b,b5a5d6a302a73a9d5bb1,46581,San Violeta los altos,Coahuila de Zaragoza
cus_0b943b64a1cf75c431764d559adb,2cf4867c17bffc27dba5,78387,San Jerónimo los altos,Jalisco
cus_ee691be4b0c46711949b9aaba8d3,28ee8e170d1069c7b48d,85100,San Martha los bajos,Zacatecas
cus_e505c8fc1b66e939e2a48f63a6d5,683611cafa88df622845,82770,Nueva República Dominicana,Durango
cus_43a3765e85b2bc724f70c4ea5f8b,296a9becf5a656f85968,02014,Vieja Jamaica,Guanajuato
cus_364f4120c7dca36061d5e0ce2d85,3dcea484a6e72ce72b5c,63398,San Victoria los bajos,Guerrero
cus_fe95379f800faa9e3e374e22ea9a,a7726d01757aa5d4bae8,16834,Nueva Liechtenstein,Puebla
cus_f349bdd8b36a53c490964c1ef867,dba836af97381b270ef3,48995,San Beatriz de la Montaña,San Luis Potosí
cus_4c5c01b0ad74418958c45fdd26e9,a325d03c1713e84795a5,65239,San Cecilia los bajos,Aguascalientes
cus_c491ed24c55aa42dceb2295434d6,fc322ccb05dbeab7e46d,01534,Nueva Chile,Querétaro
cus_114e33b8e7e0f6bf06dd443f429b,3ae87f329992d54908e3,89682,Nueva India,Zacatecas
cus_fc8af8edbd99bb5914469531f91c,d82599fc96c068a259fe,00516,San Tomás de la Montaña,Nayarit
cus_7cfa8bd239769672e7f1efa4783e,ab8571814ecbce404a9b,15426,San Mariano de la Montaña,Yucatán
cus_2438ebb06f2c9d43ba7748a63d62,f87901e22c6d3a77a730,67953,San Esteban los altos,Aguascalientes
cus_88432b120e68416b46cca45afb1c,0d1e04c30042137f6969,22067,San Lucas de la Montaña,Querétaro
cus_f2a364d6e8b38da09ae2f849d972,9ad82b5191477733ab83,61396,Nueva Mónaco,Yucatán
cus_839c7d52b0e614b0475f88ee271e,7c75012ebb408783f999,41615,San Ana Luisa de la Montaña,Tamaulipas
cus_ca52900948bbf02cf64759d633a4,2ee81a5850eee2097923,01382,San Estefanía de la Montaña,Zacatecas
cus_512e2f24159a4bdd210493d5a5e8,e03d237dd0d4d17158f5,93016,Vieja Federación de Rusia,Baja California
cus_27018c36d2d7b4271baa4084d355,c60185da1045734ab5c3,40020,Vieja República Democrática Popular Lao,Distrito Federal
cus_76fc8eea9796cc93aecab6e43358,c3db926c04a5f96caadd,71046,San Javier los altos,Coahuila de Zaragoza
cus_4ab95a7719be3d99b37d94d52ac4,e1f83677ac91321051ad,43926,Vieja República Unida de Tanzanía,Tlaxcala
cus_8c036ddb1a24702ce66712f9db71,eee7b6145aa950fabeaa,17013,San Clemente los altos,Baja California Sur
cus_458eb67ad9e0bd31db2084ccaef3,1f075854a117f0d5d90c,18269,Vieja Singapur,Guerrero
cus_e6dd0b851819261374b8b408bfeb,8d79024566eb526f9ba0,85650,San Jaqueline los altos,Baja California
cus_25264e0d20df72f00e4644a9b83c,458861ff6b43a5fd0caa,65492,Vieja Guatemala,Puebla
cus_7ed02717317744f2bf2ca5c0295e,26a2831b5934a0c485fa,66963,Vieja Austria,Quintana Roo
cus_2b36390d8eec20a50eaaf67ca35a,5ac679e9b399da74d43b,58007,Nueva República Federal Democrática de Nepal,Michoacán de Ocampo
cus_ff1ea184d34e6cc572fe04584a6c,1695c98525e769aee542,01423,Nueva Singapur,Guanajuato
cus_182838fd183cf32b188c7c8d9860,31ee659d43ba774fbd62,53506,San Maximiliano los bajos,Nuevo León
cus_47db85047d02e2e32f61084072cb,a21f22f67f7654837db7,47393,Nueva Myanmar,Chiapas
cus_c53b0ee3875f492ec55931b6df7f,673cc548d66d3908c2d3,93244,Nueva Qatar,Zacatecas
cus_0314c94fb3bd8a53b7a5462a4f1a,2c56a7435db7f4d695b4,78548,Vieja Venezuela,México
cus_ec466d55e6cd2ddeb168fbd6d1f1,7c55883a08f4f988bb3d,95147,San Arcelia de la Montaña,Tamaulipas
cus_30ae516ed0dfd0129fb2a2f52e82,cca9d4e4426c62a9c0d5,48378,San Camila los bajos,Tabasco
cus_dce3b1870f37df2c5778183bcbcf,b8abb343c7a203a1abb3,83287,San Daniel los bajos,Guanajuato
cus_b2a2b1cc945d08f9b55cef108437,08b3f93629ee8c332487,82226,San Eva los altos,Guanajuato
cus_2815772efeeb61ccaa03e7d7150b,d838e9426ae882481b6e,63267,Vieja Samoa,Morelos
cus_c341249952927b7058c8fcbaa1de,3cca9ce58662e83f8cb9,62371,Nueva Turquía,Chiapas
cus_5be533ebba0f956d121d3f055ef9,be5d98b80401bff02936,91810,Nueva Fiji,Tabasco
cus_8a207fa7992a63b2e3ba91b81ca2,06a9418f6fac30b76fea,32148,San Susana los bajos,Zacatecas
cus_c97d233d181e83409352bbf129e1,0aadb03b4a9dc168bb2c,66619,Nueva Jamaica,Sonora
cus_a858101ad5296e557e18a9b07c2c,237a8b1cdd91befaee84,03361,Nueva Santa Lucía,Baja California Sur
cus_774603a1ec9c891da4aefc589a7b,fcc3e441e1f3979e2edf,35703,San Dolores los bajos,Durango
cus_d7248db4461407e53eec191d4f7c,edfb0e49161110650dd0,71234,San Verónica los bajos,Tamaulipas
cus_6eb93243360c6ce69d525ae4536e,39e09d68f9de50b32780,74345,Vieja Uruguay,Durango
cus_de30124172bca71d5b2a5dd57468,c1bf04dafece8147c4a2,43653,Nueva Kazajstán,Sonora
cus_d9789efc68a9a20b0ffd7a2f7a27,4f446946f9a882e8427e,16244,Vieja Bangladesh,Hidalgo
cus_eebb88c088201d240c3a6e379338,6adcbb474d9b36ec2ee5,63413,Nueva Sudáfrica,Baja California Sur
cus_44b1bac62a312a1814af54178099,1ce8ac64561ad18cbc38,87422,Nueva Mali,Querétaro
cus_aa251274fb7495227c3b612900e2,9659a372e049c56c4bf8,44246,San Martha los altos,Campeche
cus_4bec07f35fc8a2185d436a9de390,1be35bafaa5ac6839c57,08138,San Esperanza los altos,Morelos
cus_872d0b31efc0cb423676be4d3e63,9b3627532dc6150016df,78513,Vieja Panamá,Hidalgo
cus_4fc67d691afb901ecfcf2d6fface,43097609a425117f5969,29292,Vieja Iraq,Quintana Roo
cus_a31f3797a4e7b32e6d6ee1342b94,1661ebf25860220327d0,92338,Vieja Luxemburgo,San Luis Potosí
cus_7a4aeeaeca35dba2ab2193491bef,189c8c6078a7354e8999,77993,San Aida los bajos,Michoacán de Ocampo
cus_7ff9a4ae6c8c4549aa80199311a8,09b0dd4d5c47c528d1b6,70592,San Guillermina los bajos,Yucatán
cus_968de2be4e4845f1ae1330a3b7ea,d8d8b85710d01a01bdf7,11027,Nueva Islas Salomón,Guanajuato
cus_c5de8ec61f0a619753f45f6331c0,98ff4aca18d4c241bdc9,68554,Nueva Suecia,Quintana Roo
cus_a2a1fe493bacab15426afe1d1a26,aa210cc0c6fb686c172d,31284,Nueva México,Aguascalientes
cus_6ea274d24b3847249260ca9868f8,8461dc5ec6c23098573b,17373,Vieja Estonia,Quintana Roo
cus_85a92846d7f36ce229ff7534277c,dc2a6cb270e23231a74a,11006,Vieja Belarús,Querétaro
cus_ac973bb34818a8eb98ce4c3967d9,d68986b0b04d08feb99d,74437,Nueva Noruega,Chihuahua
cus_05fea9fdba5202b1218b4f2d0881,73a14bcce25a2e04ce98,90472,Nueva Uganda,Baja California
cus_071caa236005275345578de4d08c,41b4b5c334ef6f9ff8b3,13183,Vieja Kiribati,Aguascalientes
cus_89703592fa50a3ee9deb336fac5b,1c956dd953815feca968,87202,San Nicolás los bajos,Morelos
cus_6e3532fd2e428862da2b9953d78e,3b7fc223f052081f7855,65646,San Antonio los bajos,Sinaloa
cus_b56f66963c76bdf54ca06e73c34c,cb06fde2664b2e72f692,63292,Vieja Camerún,Oaxaca
cus_97702f60d83c05646a9b77944335,ea7191f133e167938289,62310,Vieja Líbano,Tabasco
cus_afd2ac71783b16927e05b6149362,2b9d83dc6c0152f14533,20933,San Estela los altos,Colima
cus_79c10b0707d67ea9d01e1ffa0b75,de264910e8c1176d9bda,52348,Nueva Ucrania,Guerrero
cus_62f3062f5fe1a0ec40c3158e67f4,03a59e3b48e207aafaf6,96076,Nueva Uganda,Jalisco
cus_1ab55d10f6b710fd323c7eea2b8e,89839a742c15ca9f15d2,18735,Vieja Papua Nueva Guinea,México
cus_c323c65fcca1c8234adec445f31c,0a90106384cc3ba7a457,68789,San Lucía de la Montaña,México
cus_43231371f4b81abbfa416544f080,93ac0d1f9b2774d75187,42218,Vieja Turquía,Tamaulipas
cus_31592eddf983a25192587c9cb10f,574f21a9819c2f3a1b85,68628,San Aurelio los bajos,Puebla
cus_16fb301afb9b817cca3f3d408189,c6a00bfd74055327a71e,02831,Nueva Tailandia,Guerrero
cus_8a44bafa924c2a23f805ab578d47,5aced86f4f2ec9c9ac3e,92469,Nueva Sri Lanka,Zacatecas
cus_50cba8c682116f1a43575292ae4d,b078031a1126d352d2e6,76247,San Yolanda los bajos,Puebla
cus_294482e3052cab26acbe254721ec,a55ea4562109ae48eeca,94950,San Marcela de la Montaña,Zacatecas
cus_8b73c476ff1d51beff68bbbcc597,d0e8384f396c06074fb6,70066,San Esteban los altos,Morelos
cus_41a668b6af1fe69ad72a17b84da9,b80193f52128429e6db0,40897,San Diego de la Montaña,Chiapas
cus_e4e986e301e9809c70db843d9ea3,d448eaed666bac874fea,82059,San Javier de la Montaña,Michoacán de Ocampo
cus_a278f0e10cf7d5ac1f98f5e9526f,2eef02937dec251294cf,22414,Nueva Arabia Saudita,Sinaloa
cus_52766d679efd731a9d307116958f,e8ed0422873e0c7e8143,32393,Nueva República Centroafricana,Chiapas
cus_a34210317a491f5b2a60c2c14850,832cc025a16706cdfcf6,51407,Nueva Nueva Zelandia,Chihuahua
cus_8ddf8e01af7c918f4750c51a2289,c4abaaceae114c2f54f0,37430,Nueva Nueva Zelandia,Baja California Sur
cus_5e6a2a69f9eee0607f9deccba53d,2f534f5b316377f6894d,44572,Vieja Gambia,Jalisco
cus_c2a8d884b05b38ebdd4ad32047d9,d19f007ce6a5a57905b1,50986,Vieja Kuwait,Nuevo León
